r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
192,199,67,19219967,verde aguacate,Avocado Green,оливковый,Olive,hell grün,Lime,vert,Green,绿色,Green,verde,Green,녹색,Green,黄緑,Yellow-green,Spanish Green Olive,Lime,Yellow Beige,384.4415449,422.2454243
192,20,145,19220145,violeta,Violet,фиолетовый,Violet,dunkelrosa,Dark Pink,rose bonbon foncé prsque mauve,Pink Dark Purple Prsque,桃紅色,Pink,violet,Violet,자주색,Purple,カーネーションピンク,Pink Carnation,Bright And Bouncy Pink,Pink,Maroonish Pink,417.5053818,197.4979234
192,205,75,19220575,Verde limón,Lime Green,желто-зеленый,Yellow-Green,grün,Green,pistache,Pistachio,暗黃色,Dark Yellow,verde oliva,Green,초록색,Green,ライム,Lime,Light Pea Green,Olive,Vintage Yellow,377.2822157,432.9970527
19,231,102,19231102,verde,Green,зеленый,Green,Hellgrün,Light Green,vert,Green,绿色,Green,verde,Green,밝은녹색,Bright green,ペールグリーン,Pale Green,Aquamarine Blue-Green,Green,Emerald City,154.4545234,415.691306
192,48,109,19248109,rosa mantel,Pink Tablecloth,бордовый,Vinous,dunkelpink,Dark Pink,rose,Pink,红色,Red,rosa,Pink,밝은자주,Bright purple,ローゼ,Rose,Dark Maroon Pink,Red,Red Violet,451.2695347,238.4484221
19,249,127,19249127,verde,Green,светло зеленый,Light Green,grün,Green,vert,Green,绿色,Green,verde chiaro,Light Green,밝은연두,Bright light green,緑,Green,Bermuda Sea Green,Mint,Seafoam Green,125.7598357,432.0985106
192,49,178,19249178,violeta,Violet,фиолетовый,Violet,mittlere Orchidee,Medium Orchid,mauve clair,Light Purple,紫色,Purple,rosa,Light Purple,옅은 보라색,Pale purple,紫,Purple,Bright Lip Stick Pink,Pink,Groovy Grape,407.7373472,180.7901208
193,103,10,19310310,marron,Brown,ярко-коричневый,Bright Brown,terracotta,Terracotta,orange foncé,Dark Orange,橙,Orange,marrone,Brown,갈색,Brown,茶色,Brown,Yellowish Orange,Brown,Hook'Em Orange,459.4829566,340.3941773
193,106,12,19310612,marron,Brown,светло-коричневый,Light-Brown,ocker,Ocher,orange,Orange,土色,Earth Tones,arancio,Brown,갈색,Brown,茶色,Brown,Brick Brown-Red,Brown,Hook'Em Orange,449.5707987,348.9754065
193,106,71,19310671,marron,Brown,коричневый,Brown,mittel braun,Medium Brown,marron,Brown,啡色,Brown,terra di siena,Brown,갈색,Brown,ダークコーラル,Dark Coral,Orangish Brown,Tan,Orange Rustic,465.9516461,314.1869775
193,193,94,19319394,Verde olivo,Olive Green,хаки,Khaki,olive grün,Olive Green,vert moutarde,Green Mustard,军绿色,Army Green,giallo emaciato,Yellow,푸르스름한 노란색,A pale yellow,黄色,Yellow,Luctious Green,Gold,Leaf Green,388.9919565,403.2352107
193,196,34,19319634,verde,Green,песочный,Sand,senf,Mustard,vert caca d'oie,Green Goose Poop,黄绿,Olivine,verde ocre chiaro,Green Light Ocher,황록색,Yellowish green,黄緑,Yellow-green,Mustard Seed Yellow,Gold,Pea Soup Green,390.927159,408.9574322
193,238,30,19323830,verde chillante,Squeaky Green,салатный,Light Green,leutend hell grün,Leutend Light Green,jaune claire,Light Yellow,青绿色,Green,verde,Green,연두색,Green,少しだけ緑が混じった黄色,Green,Harlequin Green,Lime,Sickly Yellow,365.3222537,479.5420279
193,241,93,19324193,amarillo verdoso,Greenish Yellow,салатовый,Green,lime,Lime,vert très claire,Green Clear,绿色,Green,verde,Green,연두색,Green,明るいグリーン,Bright green,Pistachio Green,Lime,Pastel Green,360.573302,498.9736236
193,250,65,19325065,verde amarillento fosforito,Yellow-Green Fluorescent,светло-салатовый,Light-Green,pistazie,Pistachio,vert,Green,葱绿,Light Green,giallo acerbo,Yellow Green,연한녹색,Light green,ペールブライト黄緑色,Bright pale yellow-green,Electric Yellow-Green,Lime,Bright Mint,362.871778,513.638919
193,42,251,19342251,violeta intenso,Violet,фиолетовый,Violet,signalviolett,Signal-Violet,violet,Violet,紫色,Purple,Viola,Violet,보라색,Purple,ホットパープル,Hot Purple,Light Fuschia Purple,Pink,Joyful Purple,373.8395792,82.35293691
193,56,245,19356245,morado,Purple,фиолетовый,Violet,Lila,Purple,violet,Purple,紫色,Purple,viola melanzana,Purple,연보라색,Lilac,紫,Purple,Grapevine Purple,Purple,Purple Magenta,373.5548148,90.02758454
193,78,231,19378231,violeta,Violet,сиреневый,Lilac,sanftes Lila,Soft Purple,violet,Purple,紫红,Purple,fucsia,Purple,분홍,Pink,カイ・ムラサキ,Kai Purple,Playroom Purple,Purple,Medium Purple,355.1179851,119.2737425
193,79,249,19379249,orquidea,Orchid,фиолетовый,Purple,hellviolett,Light Purple,violet,Purple,紫色,Purple,marrone,Purple,밝은보라색,Bright purple,紫,Purple,Pinkish Purple,Purple,Stylish Purple,354.107187,80.87410959
194,14,213,19414213,morado,Purple,фиолетовый,Purple,violet,Violet,violet,Purple,紫色,Purple,viola,Violet,보라색,Purple,紫,Purple,Bright Fuschia,Purple,Neon Purple,382.9729925,154.0878181
194,166,61,19416661,caqui,Khaki,светло коричневый,Light Brown,Kakigrün,Kakigrün,marron chatain trés clair,Chestnut Brown Very Clear,深泥黄,Deep Mud Yellow,senape,Mustard,갈색,Brown,ライトカーキ色,Light Khaki color,Light Orange Brown,Tan,Mustard Brown,418.5794614,375.0647889
194,169,81,19416981,color marrón claro,Light Brown,коричневый,Brown,beige,Beige,BEIGE,Beige,棕色,Brown,marrone,Brown,밝은 갈색,Light brown,薄茶,Light brown,Very Light Brown,Tan,Sandy Brown,410.4743168,367.4273421
194,183,62,19418362,amarillo verdoso,Greenish Yellow,горчичный,Mustard,saharagelb,Sahara Yellow,vert olive,Olive Green,土黃色,Khaki,viola,Brown,노랑 갈색,Yellow brown,金色,Gold,Dark Mustard Yellow,Tan,Mustard Brown,406.6456859,398.6858754
194,214,95,19421495,oliva,Olive,светло-зеленый,Light Green,gelbgrün,Yellow-Green,vert claire,Light Green:,绿,Green,verde,Green,연한 연두색,Green light,緑,Green,New Leaf Green,Olive,Almost Yellow,367.3225687,441.7572972
194,227,84,19422784,verde,Green,Зеленый,Green,hell oliv,Light Olive,vert pistache clair,Pistachio Green Light,綠色,Green,verde,Green,연노랑,Yellowish,ライム,Lime,Greenish Yellow,Lime,Citrus Green,349.0062212,473.2387079
194,248,88,19424888,verde aguacate,Avocado Green,светло-салатный,A Light Salad,grün,Green,vert,Green,綠色,Green,verdino,Light Green,초록색,Green,黄緑,Yellow-green,Light Yellow Green,Lime,Popsicle Green,342.349277,520.8685982
194,249,73,19424973,verde,Green,светло-салатовый,Light-Green,Grün,Green,vert,Green,粉绿色,Pale Green,verde chiaro,Green,연한녹색,Light green,うすいミント,Thin mint,Apple Gum  Green,Lime,Golden Yellow,356.4314373,517.7066448
194,251,21,19425121,VERDE MANZANA,Green Apple,салатовый,Green,neongrün,Neon Green,chartreuse,Chartreuse,绿色,Green,verde fluorescente,Lake Green,연두색,Green,グリーンイエロー,Yellow Green,Greenish-Yellow,Lime,Yellow-Green,381.1879975,509.983423
194,35,170,19435170,morado infantil,Child Purple,розовый,Pink,lila,Purple,violet,Purple,品紅,Magenta,viola,Violet,보라색,Purple,濃いピンク,Dark pink,Valentine'S Pink,Pink,Deep Magenta,411.0701804,186.8473307
194,41,152,19441152,morado,Purple,фукси,Fuchsia,violet,Violet,mauve,Mauve,粉紅色,Pink,viol,Purple,보라색,Purple,紫,Purple,Purple Passion,Plum,Pink Shade,424.3561577,201.254836
194,41,226,19441226,lila,Lilac,фиолетовый,Violet,Lila,Purple,pourpre,Purple,紫,Purple,viola,Purple,자주색,Purple,紫,Purple,Bright Magenta,Pink,Bright Purple,372.1678679,132.0735179
194,48,230,19448230,violeta,Violet,Фиолетовый,Violet,lila,Purple,VIOLET,- Purple,紫色,Purple,viola,Purple,제비꽃색,Violet,紫,Purple,Luscious Lavender,Plum,Bright Purple,373.168538,122.4052973
194,85,211,19485211,lila,Lilac,сиреневый,Lilac,Violett,Violet,violet,Violet,紫色,Purple,viola,Purple,보라색,Purple,紫,Purple,Pinkish Purple,Pink,Purple,367.2569857,153.2005491
195,148,12,19514812,marron claro,Light Brown,Жёлтый,Yellow,beige,Beige,marron,Brown,黃色,Yellow,marrone,Brown,짙은 노란색,Dark yellow,茶色,Brown,Golden Mustard,Gold,Yellow Gold,417.2168716,368.7320203
195,200,35,19520035,mostaza,Mustard,Старого золота,Old Gold,grüngelb,Green Yellow,yellowgreen,Yellowgreen,黃色,Yellow,verde,Green,초록색,Green,オリーブ,Olive,Dirty Golden Rod,Lime,Pea Soup Green,396.6698168,419.8768395
195,201,30,19520130,VERDE OLIVA,Green Olive,темно-желтого цвета,Dark Yellow,gelbgrün,Yellow-Green,vert,Green,黄绿色,Yellow-Green,verde oliva chiaro,Green,노랑,Yellow,金色,Gold,Mustard Yellow,Yellow,Pea Soup Green,390.9540352,423.6533698
195,208,28,19520828,amarillo mostaza claro,Clear Yellow Mustard,светло желто зеленый,Pale Yellow-Green,Hell Grün,Light Green,kaki,Khaki,绿色,Green,verde chiaro,Light Green,녹색,Green,黄緑,Yellow-green,Yellowish Green,Lime,Dirty Yellow,385.0120142,428.5151956
195,221,90,19522190,verde botella palido,Pale Green Bottle,желто-зеленый,Yellow-Green,hell grün,Lime,vert,Green,绿,Green,verde,Green,녹색,Green,緑,Green,Light Yellow Green,Lime,Soft Avacado,362.1302964,451.5660822
195,224,55,19522455,VERDE MANZANA,Green Apple,салатовый,Green,grün,Green,vert anis,Lime Green,绿色,Green,verde,Green,연두색,Green,きみどり,Yellow-green,Lemonade Yellow,Lime,Mellow Yellow,368.3894674,448.3177729
195,238,65,19523865,verde claro,Light Green,салатовый,Green,hellgrün,Lime,vert,Green,绿色,Green,lime,Green,라임,Lime,黄緑,Yellow-green,Light Pale Green,Yellow,Light Yellow,359.4439853,475.8071988
195,242,74,19524274,verde claro,Light Green,Зелёный,Green,hellgrün,Lime,VERT CLAIR,Light Green,军绿色,Army Green,verde fosforescente,Green Fluorescent,연두색,Green,明るいライム,Bright lime,Light Lime Green,Lime,Golden Yellow,370.0816937,491.9682966
195,36,212,19536212,morado,Purple,розово фиолетовый,Pinkish Purple,Lila,Purple,violet,Purple,彩紫色,Color Purple,violafucsia,Purple,보라색,Purple,紫っぽいピンク,Ish purple pink,Highlight Purple,Pink,Bright Purple,374.4034779,157.7698587
195,40,144,19540144,VIOLETA,Violet,лиловый,Violet,altrosa,Dusky Pink,ROSE VIOLET,Pink Purple,粉紅色,Pink,fdsdd,Purple,보라색,Purple,赤紫色,Magenta,Light Maroon Purple,Pink,Dark Rose Bud,434.3153995,209.547202
195,44,126,19544126,flor rosa,Pink Flower,розовый,Pink,Rosa,Pink,rose,Pink,粉红色,Pink,rosa,Pink,자주색,Purple,センシュアルピンク,Sensual Pink,Watermelon Pink,Pink,Pinkish-Red,455.6116356,227.2326513
195,63,177,19563177,lila intenso,Deep Lilac,сирень,Lilac,rosa,Pink,rose violet,Pink Purple,粉紅色,Pink,viola,Violet,보라색,Purple,マジェンタ,Magenta,Hypnotic Purple,Blush,Polly Purple,427.6962903,196.4343537
195,83,181,19583181,violeta,Violet,розовый,Pink,lila,Purple,pourpre,Purple,紫色,Purple,fucisa,Purple,분홍색,Pink,薄紫,Pale purple,Ju Go Ju Purple,Purple,Medium Purple,414.6381909,181.1710516
195,99,182,19599182,violeta,Violet,Фиолетовый,Violet,violett,Violet,violet,Purple,紫色,Purple,viola chiaro,Light Purple,분홍,Pink,紫,Purple,Pink Purple Grey,Purple,Lilac Meadows,381.277651,174.159902
196,146,14,19614614,MARRÓN,Brown,коричневый,Brown,senf,Mustard,beige kaki,Beige Khaki,深泥黄色,Deep Mud Yellow,marrone chiaro,Light Brown,갈색,Brown,茶色,Brown,Mustard Yellow,Gold,Orange Overall,423.7458618,368.6438039
196,151,34,19615134,marron,Brown,Коричневый,Brown,mittleres Braun,Medium Brown,marron,Brown,棕色,Brown,marrone,Brown,밝은황토색,Bright ocher,黄,Yellow,Baby Poo Yellow,Gold,Muted Mustard,426.0708745,356.7816414
196,195,29,19619529,dorado,Golden,оливковый,Olive,grün,Green,jaune verdatre,Greenish Yellow,绿色,Green,gialo,Buttercup-Yellow,노랑,Yellow,汚い黄色,Dirty yellow,Baby Poop Yellow,Green,Pea Soup Green,396.8989814,405.5228042
196,199,83,19619983,verde,Green,Песочный цвет,Sand Color,olivgelb,Olive Yellow,vert,Green,军绿色,Army Green,verde oliva giallo chiaro,Green Light Yellow Oil,연노랑,Yellowish,若苗色,Young seedling color,Deep Yellow Beige,Sand,Babyfood Green,396.6743754,412.4478431
196,222,15,19622215,amarillo con un tono verde pistache,Greenish Yellow With Pistachio,зеленый,Green,lime,Lime,vert,Green,綠色,Green,verde,Green,녹색,Green,黄緑,Yellow-green,Pale Yellow-Green,Green,Dirty Yellow,374.6746767,449.8151935
196,63,156,19663156,purpura,Purple,сиреневый,Lilac,pink,Pink,mauve,Mauve,深紫色,Deep Purple,viola,Violet,자주색,Purple,うすぴんく,Pale pink,Bright Lavendar,Pink,Pinkish Purple,431.5011906,203.8520601
197,10,145,19710145,Rosa,Rose,розовый,Pink,pink,Pink,rose,Pink,粉红色,Pink,viola,Violet,자주색,Purple,赤紫,Purplish red,Fandango Violet,Pink,Dark Magenta,434.3914374,197.5079867
197,122,26,19712226,marron,Brown,карамель,Caramel,orangebraun,Orange-Brown,Mordoré,Bronze,褐色,Brown,arancione,Brown,갈색,Brown,茶色,Brown,Butterscotch Brown,Tan,Golden Orange,447.7221134,354.9885329
197,150,94,19715094,marron,Brown,кофейный,Coffee,sand,Sand,marron sable,Brown Sand,棕,Palm,marrone,Brown,밝은갈색,Light brown,肌色より濃い,Darker than skin color,Tanned Leather,Tan,Peachy Keen,455.1131651,352.8371937
197,170,42,19717042,mostaza con amarillo,Yellow Mustard,желто табачный,Yellow Tobacco,dunkel gelb,Dark Yellow,jaune,Yellow,黄色,Yellow,giallo,Yellow,겨자,Mustard,汚い黄色,Dirty yellow,Buttered Toast,Gold,Dark Mustard,411.5612925,378.8547187
197,195,42,19719542,VERDE OLIVA,Green Olive,оливковый,Olive,hellgrün,Lime,jaune,Yellow,蛋黄,Yolk,giallo,Yellow,녹색,Green,暗い金色,Dark gold,Yellow Grey Green,Gold,Lemon Yellow,403.9626711,411.4774159
197,218,44,19721844,amarillo verdoso,Greenish Yellow,оливковый,Olive,gelb grün,Yellow-Green,vert,Green,黃綠色,Yellow-Green,verdino,Light Green,연노랑,Yellowish,黄緑,Yellow-green,Yellowish Green,Lime,Golden Green,374.6148366,444.0441125
197,245,49,19724549,amarillo verdoso,Greenish Yellow,Зеленый,Green,Grün,Green,vert néon,Neon Green,黄绿色,Yellow-Green,verde chiaro,Light Green,야광녹색,Luminous Green,わかくさいろ,Bright green,Pale Lemon Yellow,Lime,Yellow Green,380.2277834,497.4320317
198,121,65,19812165,marron,Brown,светло-коричневый,Light-Brown,schwach braun,Weak Brown,brique,Brick,巧克力牛奶,Chocolate Milk,marrone,Brown,황토색,Ocher,ちゃいろ,Brown,Orangeish Brown,Tan,Butterscotch,463.8804321,336.1613351
198,130,19,19813019,naranja y un semitono cafe,Orange And Brown Halftone,Коричневый,Brown,Ockerbraun,Ocher-Brown,brun,Brown,黄土色,Ocher,arancione,Brown,갈색,Brown,オレンジっぽい黄土色,Ish orange ocher,Light Golden Brown,Tan,Almost Copper,436.0122648,356.513406
198,145,36,19814536,Marrón Castaño,Brown Brown,коричневый,Brown,Goldenrod,Goldenrod,Marron clair,Light Brown,土黃色,Khaki,marone,Brown,갈색,Brown,オレンジっぽい茶色,Ish brown orange,Baby Poo Brown,Gold,Muted Mustard,431.0279874,361.0913703
198,212,60,19821260,amarillo verdoso,Greenish Yellow,оливковый,Olive,grün,Green,vert,Green,黃綠色,Yellow-Green,azzurro,Lime,짙은 노란색,Dark yellow,オリーブ,Olive,Ugly Yellow Green,Green,Yellow Green,372.4479209,437.5743218
198,47,243,19847243,violeta,Violet,фиолетовый,Violet,rosaviolet,Pink Violet,violet clair,Light Purple,紫色,Purple,viola,Violet,보라색,Purple,紫,Purple,Electric Purple,Pink,Medium Violet,385.9032305,91.93466111
199,154,44,19915444,marron claro,Light Brown,коричневый,Brown,goldbraun,Golden Brown,marron chataigne clair,Chestnut Brown Clear,泥黄,Mud Yellow,marrone,Brown,갈색,Brown,金茶,Golden brown,Brownish Orange,Gold,Unburnt Brown,430.8835746,366.5284093
199,172,30,19917230,verde amarillento,Yellowish Green,темно-желтый,Tawny,sonnengelb,Sunny Yellow,jaune pâle,Pale Yellow,棕色,Brown,ocra,Ocher,황색,Yellow,ゴールデンオリーブ,Golden Olive,Mustard Yellow,Gold,Golden Yellow,413.3688071,384.8609049
199,226,73,19922673,verde mostaza claro,Mustard Green Light,зеленый,Green,blattgrün,Green Leaf,vert claire,Light Green:,黃綠色,Yellow-Green,giallo sabbia,Yellow Sand,녹색,Green,黄緑,Yellow-green,Task Yellow Green,Lime,Green Banana,374.7772129,461.4176344
200,11,146,20011146,VIOLETA,Violet,сиреневый,Lilac,pink,Pink,rose,Pink,紫,Purple,rosa,Pink,분홍,Pink,ピンク,Pink,Hot Pinklicious,Pink,Magentaish,436.2381974,191.6381825
200,116,50,20011650,cafe,Coffee,светло-коричневый,Light-Brown,Helles Braun,Light Brown,marron,Brown,棕色,Brown,ocra,Ocher,갈색,Brown,オレンジ,Orange,Brownish Orange,Rust,Copper Brown,457.4291974,346.9632426
200,129,98,20012998,marron,Brown,бежевый,Beige,Helles Ocker,Light Ochre,marron,Brown,棕色,Brown,rosa,Brown,연한갈색,Light brown.,薄茶,Light brown,Dark Dusty Rose,Tan,Dusty Rose,467.7635726,322.3811317
200,141,13,20014113,color zapote,Color Sapote,песочный,Sand,orangegelb,Orange-Yellow,marron,Brown,橙,Orange,marrone,Brown,황색,Yellow,土黄色,Yellow Sat,Mustard Yellow,Gold,Orange Overall,437.5528913,366.8223987
200,165,29,20016529,Miel,Honey,желто-горчичный,Yellow Mustard,ocker gelb,Yellow Ocher,orange marron tres clair,Orange Brown Very Clear,淺棕色,Light Brown,giallo scuro,Olive Oil,골드,Golds,茶色,Brown,Golden Sunrise,Gold,Golden Yellow,425.7641918,375.2773668
200,178,59,20017859,mostaza,Mustard,горчичный,Mustard,dunkel ocker,Dark Ocher,jaune,Yellow,黃色,Yellow,ocra,Ocher,늙은 호박 색깔,Pumpkin color,黄,Yellow,Mustard Yellow,Tan,Yellow Orange,408.8178827,389.3734627
200,18,170,20018170,rosa,Rose,сиреневый,Lilac,pink,Pink,rose,Pink,紫色,Purple,viola,Violet,분홍색,Pink,紫,Purple,Electric Pinky,Pink,Awesome Pink,427.0102851,180.8161697
200,199,68,20019968,verde agua,Green Water,желтый,Yellow,sand,Sand,olive green,Olive Green,莺茶,Orioles Tea,verde scolorito,Yellow,짙은 노란색,Dark yellow,オリーブ,Olive,Mustard Yellow,Tan,Yellow Beige,402.4726407,418.3048838
200,209,54,20020954,verde,Green,оливковый,Olive,oliv,Olive,olive,Olives,黄色犯规,Yellow Foul,marrone,Green,연두색,Green,暗い黄緑,Dark yellow-green,Split Pea Green,Tan,Dirty Yellow,389.7084895,432.2872943
